 | Id   | Map                                                                                                                                     | Difficulty | 
 | 2653 | alan - Over the clouds -BURST mix- [4K HD]                                                                                              | 44.50059   | 
 | 2654 | alan - Over the clouds -BURST mix- [4K MX]                                                                                              | 48.61536   | 
 | 2655 | alan - Over the clouds -BURST mix- [4K NM]                                                                                              | 35.55222   | 
 | 2656 | alan - Over the clouds -BURST mix- [7K HD]                                                                                              | 52.99015   | 
 | 2657 | alan - Over the clouds -BURST mix- [7K MX]                                                                                              | 56.59997   | 
 | 2658 | alan - Over the clouds -BURST mix- [7K NM]                                                                                              | 45.30784   | 
 | 2663 | Neru x Rib - Jinsei wa Hoeru [HD]                                                                                                       | 45.48768   | 
 | 2665 | Neru x Rib - Jinsei wa Hoeru [neonat's Hard]                                                                                            | 23.55825   | 
 | 2666 | Neru x Rib - Jinsei wa Hoeru [NM]                                                                                                       | 33.9124    | 
 | 2667 | Neru x Rib - Jinsei wa Hoeru [Phobot's Insane]                                                                                          | 31.37726   | 
 | 2668 | Neru x Rib - Jinsei wa Hoeru [pishi's Extra]                                                                                            | 32.39005   | 
 | 2669 | Neru x Rib - Jinsei wa Hoeru [Usagi's MX]                                                                                               | 50.00345   | 
 | 2670 | SUWAKI - Shungiku [Hard]                                                                                                                | 45.4116    | 
 | 2671 | SUWAKI - Shungiku [Normal]                                                                                                              | 27.26804   | 
 | 2672 | t+pazolite - Rumble Kung-fu Showdown [SHD]                                                                                              | 51.39587   | 
 | 2673 | 2TORI - Zephyranthes [April]                                                                                                            | 51.81287   | 
 | 2674 | 2TORI - Zephyranthes [Lily]                                                                                                             | 55.56654   | 
 | 2675 | bbn - Identic Conflict [Birdcage]                                                                                                       | 60.94789   | 
 | 2676 | SUPERSONICO - Cat's dance [4K MX]                                                                                                       | 48.73362   | 
 | 2677 | Hige Driver join. SELEN - Dadadadadadadadadada [4K MX]                                                                                  | 49.66541   | 
 | 2678 | Hige Driver join. SELEN - Dadadadadadadadadada [4K SC]                                                                                  | 53.92616   | 
 | 2679 | Hige Driver join. SELEN - Dadadadadadadadadada [7K MX]                                                                                  | 59.20448   | 
 | 2680 | Hige Driver join. SELEN - Dadadadadadadadadada [7K SC]                                                                                  | 60.52051   | 
 | 2681 | Hige Driver join. SELEN - Dadadadadadadadadada [DC's 7K NM]                                                                             | 43.64971   | 
 | 2682 | Hige Driver join. SELEN - Dadadadadadadadadada [Kyou's 4K HD]                                                                           | 45.00249   | 
 | 2683 | Hige Driver join. SELEN - Dadadadadadadadadada [LordRaika's 7K HD]                                                                      | 56.71056   | 
 | 2684 | Hige Driver join. SELEN - Dadadadadadadadadada [puxtu's 4K NM]                                                                          | 37.55284   | 
 | 2685 | ikaruga_nex - gigadelic(m3rkAb4# R3m!x) [DC's BASIC Lv.5]                                                                               | 31.03845   | 
 | 2686 | ikaruga_nex - gigadelic(m3rkAb4# R3m!x) [EXHAUST Lv.13]                                                                                 | 50.63825   | 
 | 2687 | ikaruga_nex - gigadelic(m3rkAb4# R3m!x) [Fullerene's GRAVITY Lv.16]                                                                     | 52.73845   | 
 | 2688 | ikaruga_nex - gigadelic(m3rkAb4# R3m!x) [Gaki's GRAVITY Lv.16]                                                                          | 53.01765   | 
 | 2689 | ikaruga_nex - gigadelic(m3rkAb4# R3m!x) [INFINITE Lv.15]                                                                                | 52.24131   | 
 | 2690 | ikaruga_nex - gigadelic(m3rkAb4# R3m!x) [NOVICE Lv.9]                                                                                   | 40.18222   | 
 | 2691 | ikaruga_nex - gigadelic(m3rkAb4# R3m!x) [OLD!EXHAUST Lv.14]                                                                             | 48.83978   | 
 | 2692 | ikaruga_nex - gigadelic(m3rkAb4# R3m!x) [Zan's ADVANCED Lv.11]                                                                          | 46.5294    | 
 | 2693 | Chroma - Hoshi ga Furanai Machi [Collab Overdose]                                                                                       | 34.11247   | 
 | 2694 | Chroma - Hoshi ga Furanai Machi [StarFalLing]                                                                                           | 50.10642   | 
 | 2695 | cosMo - Hatsune Miku no Gekishou [Hard]                                                                                                 | 52.25056   | 
 | 2696 | Kozato - Tsuki -Yue- [Another]                                                                                                          | 57.2187    | 
 | 2697 | Kozato - Tsuki -Yue- [Hyper]                                                                                                            | 51.29308   | 
 | 2698 | Kozato - Tsuki -Yue- [Normal]                                                                                                           | 40.11395   | 
 | 2732 | iJinjin - The Wrath of ET Blocko [4K Easy Inverted]                                                                                     | 40.04789   | 
 | 2733 | iJinjin - The Wrath of ET Blocko [4K Easy]                                                                                              | 30.7254    | 
 | 2734 | iJinjin - The Wrath of ET Blocko [4K EnjoyableDump]                                                                                     | 47.54046   | 
 | 2735 | iJinjin - The Wrath of ET Blocko [4K Hard]                                                                                              | 48.07027   | 
 | 2736 | iJinjin - The Wrath of ET Blocko [4K Jumptrill Master]                                                                                  | 50.66137   | 
 | 2737 | iJinjin - The Wrath of ET Blocko [4K Newbie]                                                                                            | 20.61621   | 
 | 2738 | iJinjin - The Wrath of ET Blocko [4K Vibrotrill Master]                                                                                 | 40.67445   | 
 | 2752 | iJinjin - The Wrath of ET Blocko [7K Blocko's Pleasant Warmup by Pyakura]                                                               | 58.985     | 
 | 2753 | iJinjin - The Wrath of ET Blocko [7K Easy Stairs]                                                                                       | 59.27302   | 
 | 2754 | iJinjin - The Wrath of ET Blocko [7K EasyDump]                                                                                          | 59.57049   | 
 | 2755 | iJinjin - The Wrath of ET Blocko [7K ET 10+]                                                                                            | 74.20528   | 
 | 2756 | iJinjin - The Wrath of ET Blocko [7K ET 11+]                                                                                            | 73.50916   | 
 | 2757 | iJinjin - The Wrath of ET Blocko [7K ET 12+]                                                                                            | 72.60457   | 
 | 2758 | iJinjin - The Wrath of ET Blocko [7K ET 13+]                                                                                            | 64.89275   | 
 | 2759 | iJinjin - The Wrath of ET Blocko [7K ET 14+]                                                                                            | 65.3535    | 
 | 2760 | iJinjin - The Wrath of ET Blocko [7K ET 15+]                                                                                            | 65.76917   | 
 | 2761 | iJinjin - The Wrath of ET Blocko [7K ET 16+]                                                                                            | 63.10139   | 
 | 2762 | iJinjin - The Wrath of ET Blocko [7K ET 17+ (Lewd SR)]                                                                                  | 63.03186   | 
 | 2763 | iJinjin - The Wrath of ET Blocko [7K ET 18+]                                                                                            | 64.28231   | 
 | 2764 | iJinjin - The Wrath of ET Blocko [7K ET 19+]                                                                                            | 65.70889   | 
 | 2765 | iJinjin - The Wrath of ET Blocko [7K ET 4+]                                                                                             | 73.6399    | 
 | 2766 | iJinjin - The Wrath of ET Blocko [7K ET 5+]                                                                                             | 75.46596   | 
 | 2767 | iJinjin - The Wrath of ET Blocko [7K ET 6+]                                                                                             | 73.42807   | 
 | 2768 | iJinjin - The Wrath of ET Blocko [7K ET 7+]                                                                                             | 73.97292   | 
 | 2769 | iJinjin - The Wrath of ET Blocko [7K ET 8+]                                                                                             | 73.60025   | 
 | 2770 | iJinjin - The Wrath of ET Blocko [7K ET 9+]                                                                                             | 73.43473   | 
 | 2771 | iJinjin - The Wrath of ET Blocko [7K ET+++]                                                                                             | 72.76218   | 
 | 2772 | iJinjin - The Wrath of ET Blocko [7K ET++]                                                                                              | 73.46489   | 
 | 2773 | iJinjin - The Wrath of ET Blocko [7K ET+]                                                                                               | 73.07912   | 
 | 2774 | iJinjin - The Wrath of ET Blocko [7K ET]                                                                                                | 71.77648   | 
 | 2775 | iJinjin - The Wrath of ET Blocko [7K Extra]                                                                                             | 62.45997   | 
 | 2776 | iJinjin - The Wrath of ET Blocko [7K Fast Stairs]                                                                                       | 64.48534   | 
 | 2777 | iJinjin - The Wrath of ET Blocko [7K HardDump]                                                                                          | 63.17233   | 
 | 2778 | iJinjin - The Wrath of ET Blocko [7K Hard]                                                                                              | 60.13308   | 
 | 2779 | iJinjin - The Wrath of ET Blocko [7K InsaneDump]                                                                                        | 66.53716   | 
 | 2780 | iJinjin - The Wrath of ET Blocko [7K Insane]                                                                                            | 60.11283   | 
 | 2781 | iJinjin - The Wrath of ET Blocko [7K NormalDump]                                                                                        | 61.96619   | 
 | 2782 | iJinjin - The Wrath of ET Blocko [7K R-nother Infinity]                                                                                 | 63.65437   | 
 | 2783 | iJinjin - The Wrath of ET Blocko [7K Sub-ET]                                                                                            | 61.72636   | 
 | 2784 | iJinjin - The Wrath of ET Blocko [7K This Isn't Even Blocko's Final Form Inverted Edition]                                              | 59.23318   | 
 | 2785 | iJinjin - The Wrath of ET Blocko [7K This Isn't Even Blocko's Final Form]                                                               | 51.91985   | 
 | 2804 | iJinjin - The Wrath of ET Blocko [Akumu^1271419]                                                                                        | 14.8089    | 
 | 2806 | iJinjin - The Wrath of ET Blocko [Blocko's Pleasant Warmup for STD by Pyakura]                                                          | 58.985     | 
 | 2808 | iJinjin - The Wrath of ET Blocko [ET Rain]                                                                                              | 44.09843   | 
 | 2810 | iJinjin - The Wrath of ET Blocko [ExUsagi's 7K ET XX+]                                                                                  | 53.22095   | 
 | 2812 | iJinjin - The Wrath of ET Blocko [Gezo's 4^714K]                                                                                        | 40.4547    | 
 | 2813 | iJinjin - The Wrath of ET Blocko [Hard]                                                                                                 | 32.04342   | 
 | 2817 | iJinjin - The Wrath of ET Blocko [Jepetski's BDSMXSHD]                                                                                  | 52.27383   | 
 | 2821 | iJinjin - The Wrath of ET Blocko [Paul's 7K Icecream Sandwich]                                                                          | 54.13387   | 
 | 2822 | iJinjin - The Wrath of ET Blocko [Paul's 7K Mental Breakdown]                                                                           | 85.76886   | 
 | 2824 | iJinjin - The Wrath of ET Blocko [ReBorN's Reverse ET]                                                                                  | 55.81813   | 
 | 2825 | iJinjin - The Wrath of ET Blocko [RemiFlan's 4K HD]                                                                                     | 52.30145   | 
 | 2826 | iJinjin - The Wrath of ET Blocko [RemiFlan's 7K Death of osu!topus]                                                                     | 50.67738   | 
 | 2827 | iJinjin - The Wrath of ET Blocko [Seiryuu's :3 4k]                                                                                      | 40.23934   | 
 | 2829 | iJinjin - The Wrath of ET Blocko [Shxfted's Blocko can Jumpstream]                                                                      | 52.29599   | 
 | 2831 | iJinjin - The Wrath of ET Blocko [Shxfted's Blocko Climbs the Stairs]                                                                   | 62.64973   | 
 | 2832 | iJinjin - The Wrath of ET Blocko [Shxfted's Blocko Eats A Bowl of Noodles]                                                              | 86.4118    | 
 | 2833 | iJinjin - The Wrath of ET Blocko [Shxfted's Blocko Loves Quadstreams]                                                                   | 57.58244   | 
 | 2834 | iJinjin - The Wrath of ET Blocko [Shxfted's Blocko Massive Dumps]                                                                       | 49.88071   | 
 | 2835 | iJinjin - The Wrath of ET Blocko [Shxfted's Blocko Spilled His Noodles]                                                                 | 95.23186   | 
 | 2837 | iJinjin - The Wrath of ET Blocko [Shxfted's Blolicko]                                                                                   | 61.16138   | 
 | 2838 | iJinjin - The Wrath of ET Blocko [Shxfted's Fairly Accurate Blocko]                                                                     | 60.54856   | 
 | 2840 | iJinjin - The Wrath of ET Blocko [Snover's Blocky Blocko ET 4K]                                                                         | 60.01537   | 
 | 2841 | iJinjin - The Wrath of ET Blocko [Starry's 4K Hard+]                                                                                    | 50.66704   | 
 | 2842 | iJinjin - The Wrath of ET Blocko [Starry's BLOCKO ET]                                                                                   | 46.6833    | 
 | 2843 | iJinjin - The Wrath of ET Blocko [Starry's Blockoni]                                                                                    | 14.81808   | 
 | 2845 | iJinjin - The Wrath of ET Blocko [The Deadly Fireworks of ET Blocko]                                                                    | 67.66769   | 
 | 2846 | iJinjin - The Wrath of ET Blocko [Tim's "Please play this in MWC 2015" feat. Blocko]                                                    | 57.03608   | 
 | 2848 | IA - Setsuna Drive [bilqis's SC]                                                                                                        | 46.21821   | 
 | 2849 | IA - Setsuna Drive [B_Ex's MX]                                                                                                          | 47.92783   | 
 | 2850 | IA - Setsuna Drive [HD]                                                                                                                 | 42.58431   | 
 | 2851 | IA - Setsuna Drive [Kyou's EZ]                                                                                                          | 24.74684   | 
 | 2852 | IA - Setsuna Drive [NM]                                                                                                                 | 29.984     | 
 | 2855 | ONE OK ROCK - Clock Strikes [Hard]                                                                                                      | 6.695747   | 
 | 2856 | ONE OK ROCK - Clock Strikes [Insane]                                                                                                    | 21.34789   | 
 | 2859 | ONE OK ROCK - Clock Strikes [pishi's Insane]                                                                                            | 26.07397   | 
 | 2860 | lapix - Paradoxy [ADVANCED]                                                                                                             | 42.24981   | 
 | 2861 | lapix - Paradoxy [EXHAUST]                                                                                                              | 46.37681   | 
 | 2862 | lapix - Paradoxy [INFINITE]                                                                                                             | 48.62281   | 
 | 2863 | Halozy - Kanshou no Matenrou [World's End]                                                                                              | 46.38929   | 
 | 2864 | Hana - Kuukirikigaku Shoujo to Shounen no Uta [4K HD]                                                                                   | 42.91101   | 
 | 2865 | Hana - Kuukirikigaku Shoujo to Shounen no Uta [4K NM]                                                                                   | 35.79185   | 
 | 2866 | Hana - Kuukirikigaku Shoujo to Shounen no Uta [7K HD]                                                                                   | 52.09384   | 
 | 2867 | Hana - Kuukirikigaku Shoujo to Shounen no Uta [7K MX]                                                                                   | 55.18634   | 
 | 2868 | Hana - Kuukirikigaku Shoujo to Shounen no Uta [KK's 4K MX]                                                                              | 50.10022   | 
 | 2869 | Hana - Kuukirikigaku Shoujo to Shounen no Uta [Yuuto's 7K NM]                                                                           | 50.19354   | 
 | 2870 | DJ Sharpnel - Endurance training [(Marathon)Nergal Burning IcyWorld]                                                                    | 50.96679   | 
 | 2871 | DJ Sharpnel - Endurance training [11ELEVEN]                                                                                             | 49.42475   | 
 | 2872 | DJ Sharpnel - Endurance training [Aim Burst]                                                                                            | 53.01459   | 
 | 2873 | DJ Sharpnel - Endurance training [Cyberteam in Akihabara 2011]                                                                          | 48.91029   | 
 | 2874 | DJ Sharpnel - Endurance training [FUTURE DOMINATORS IcyWorld]                                                                           | 52.75023   | 
 | 2875 | DJ Sharpnel - Endurance training [Gate Openerz++]                                                                                       | 52.78663   | 
 | 2876 | DJ Sharpnel - Endurance training [Gate Openerz]                                                                                         | 53.10576   | 
 | 2877 | DJ SHARPNEL - Endurance training [LITTLE GOD CH@NNEL]                                                                                   | 49.11187   | 
 | 2878 | DJ Sharpnel - Endurance training [Magic Cycles IcyWorld]                                                                                | 51.77269   | 
 | 2879 | DJ Sharpnel - Endurance training [Mmmmmmm IcyWorld]                                                                                     | 52.70271   | 
 | 2880 | DJ Sharpnel - Endurance training [Shine!! IcyWorld]                                                                                     | 50.94346   | 
 | 2881 | DJ Sharpnel - Endurance training [Touch The Angel IcyWorld]                                                                             | 51.32476   | 
 | 2882 | DJ Sharpnel - Endurance training [Urapara Core IcyWorld]                                                                                | 51.27782   | 
 | 2883 | Mocchie - Endurance training [Midnight Dancing Horai Girl 'Phantasm Crazy running 4' Track 14]                                          | 53.91032   | 
 | 2884 | Memme - Chinese Restaurant [Advanced "Saucy Meatball"]                                                                                  | 43.37009   | 
 | 2885 | Memme - Chinese Restaurant [Beginner "Baozi"]                                                                                           | 23.55044   | 
 | 2886 | Memme - Chinese Restaurant [Burst!ng "Fried Rice"]                                                                                      | 49.9784    | 
 | 2887 | Memme - Chinese Restaurant [Easy "Spring Roll"]                                                                                         | 30.21884   | 
 | 2888 | Memme - Chinese Restaurant [Hard "Grilled Chicken"]                                                                                     | 47.78747   | 
 | 2889 | Memme - Chinese Restaurant [Insanity "Noodles"]                                                                                         | 58.08797   | 
 | 2890 | Memme - Chinese Restaurant [Normal "Asian Stir-Fried Seafood"]                                                                          | 38.16007   | 
 | 2891 | himmeltengoku - Whisper of Rose [Another]                                                                                               | 53.82034   | 
 | 2892 | himmeltengoku - Whisper of Rose [Hyper]                                                                                                 | 47.58237   | 
 | 2893 | himmeltengoku - Whisper of Rose [Normal]                                                                                                | 33.37736   | 
 | 2894 | DJ Okawari - Flower Dance (Short Ver.) [Auto]                                                                                           | 32.52647   | 
 | 2895 | DJ Okawari - Flower Dance (Short Ver.) [Dance AR10]                                                                                     | 13.30661   | 
 | 2896 | DJ Okawari - Flower Dance (Short Ver.) [Dance AR9.5]                                                                                    | 13.12447   | 
 | 2897 | DJ Okawari - Flower Dance (Short Ver.) [Dance]                                                                                          | 12.9758    | 
 | 2898 | DJ Okawari - Flower Dance (Short Ver.) [Hus AR9.5]                                                                                      | 32.95134   | 
 | 2899 | DJ Okawari - Flower Dance (Short Ver.) [Hus AR9]                                                                                        | 32.95134   | 
 | 2900 | DJ Okawari - Flower Dance (Short Ver.) [Hus]                                                                                            | 32.95134   | 
 | 2901 | DJ Okawari - Flower Dance (Short Ver.) [Relax]                                                                                          | 13.12447   | 
 | 2902 | Dormir - Une mage blanche [Basic]                                                                                                       | 20.92601   | 
 | 2903 | Dormir - Une mage blanche [Hard]                                                                                                        | 45.07445   | 
 | 2904 | Dormir - Une mage blanche [Medium]                                                                                                      | 33.07576   | 
 | 2905 | Nightmare - Boulafacet [ajee's HD]                                                                                                      | 44.39649   | 
 | 2906 | Nightmare - Boulafacet [Crying's HD]                                                                                                    | 45.47503   | 
 | 2907 | Nightmare - Boulafacet [EZ]                                                                                                             | 18.37556   | 
 | 2908 | Nightmare - Boulafacet [MX]                                                                                                             | 45.82104   | 
 | 2909 | Nightmare - Boulafacet [NM]                                                                                                             | 36.43888   | 
 | 2910 | Nightmare - Boulafacet [SC]                                                                                                             | 50.19741   | 
 | 2911 | Nightmare - Boulafacet [SHD]                                                                                                            | 57.28361   | 
 | 2912 | Hige Driver join. SELEN - DaDaDaDaDaDaDaDaDaDa [4K Easy]                                                                                | 27.20152   | 
 | 2913 | Hige Driver join. SELEN - DaDaDaDaDaDaDaDaDaDa [4K Hard]                                                                                | 45.41811   | 
 | 2914 | Hige Driver join. SELEN - DaDaDaDaDaDaDaDaDaDa [4K Insane]                                                                              | 52.83407   | 
 | 2915 | Hige Driver join. SELEN - DaDaDaDaDaDaDaDaDaDa [4K Normal]                                                                              | 38.6433    | 
 | 2916 | ginkiha - EOS -INFINITE EDIT- [EXHAUST]                                                                                                 | 47.11174   | 
 | 2917 | ginkiha - EOS -INFINITE EDIT- [Marirose's EXHAUST]                                                                                      | 48.89084   | 
 | 2918 | ginkiha - EOS -INFINITE EDIT- [NOVICE]                                                                                                  | 30.54231   | 
 | 2919 | ginkiha - EOS -INFINITE EDIT- [Pharos' ADVANCED]                                                                                        | 38.07521   | 
 | 2920 | ginkiha - EOS -INFINITE EDIT- [S.Demon's INFINITE]                                                                                      | 50.95459   | 
 | 2921 | -45 - EXILE [-BLACK HOLE-]                                                                                                              | 54.86107   | 
 | 2922 | -45 - EXILE [Another_SideA]                                                                                                             | 51.04801   | 
 | 2923 | -45 - EXILE [Another_SideB]                                                                                                             | 49.76284   | 
 | 2924 | -45 - EXILE [Black Another]                                                                                                             | 54.81717   | 
 | 2925 | -45 - EXILE [Hyper]                                                                                                                     | 48.70092   | 
 | 2926 | -45 - EXILE [Normal]                                                                                                                    | 48.9437    | 
 | 2927 | Suzuki Konomi - Absolute Soul [EZ]                                                                                                      | 19.93083   | 
 | 2928 | Suzuki Konomi - Absolute Soul [HD]                                                                                                      | 44.09767   | 
 | 2929 | Suzuki Konomi - Absolute Soul [NM]                                                                                                      | 32.1661    | 
 | 2930 | Suzuki Konomi - Absolute Soul [Zan's MX]                                                                                                | 48.41209   | 
 | 2931 | AKINO from bless4 - MIIRO [HD]                                                                                                          | 41.27316   | 
 | 2932 | AKINO from bless4 - MIIRO [Julie's EZ]                                                                                                  | 24.19219   | 
 | 2933 | AKINO from bless4 - MIIRO [NM]                                                                                                          | 36.89394   | 
 | 2934 | AKINO from bless4 - MIIRO [yuyul's MX]                                                                                                  | 49.50876   | 
 | 2935 | JULIE SIGTUNA (CV:Yamamoto Nozomi) - BelievexBelieve [Lv.12]                                                                            | 43.27937   | 
 | 2936 | JULIE SIGTUNA (CV:Yamamoto Nozomi) - BelievexBelieve [Lv.6]                                                                             | 17.48018   | 
 | 2937 | JULIE SIGTUNA (CV:Yamamoto Nozomi) - BelievexBelieve [Lv.9]                                                                             | 32.92511   | 
 | 2938 | LiSA - BRiGHT FLiGHT [4K HD]                                                                                                            | 40.16653   | 
 | 2939 | LiSA - BRiGHT FLiGHT [4K NM]                                                                                                            | 28.50263   | 
 | 2942 | nato - Yog-Sothoth [EZ]                                                                                                                 | 27.31851   | 
 | 2943 | nato - Yog-Sothoth [HD]                                                                                                                 | 45.06278   | 
 | 2944 | nato - Yog-Sothoth [MX]                                                                                                                 | 49.23473   | 
 | 2945 | nato - Yog-Sothoth [NM]                                                                                                                 | 37.20123   | 
 | 2946 | C-Show - PANIC HOLIC [4K ADV]                                                                                                           | 43.59328   | 
 | 2947 | C-Show - PANIC HOLIC [4K EXH]                                                                                                           | 50.79189   | 
 | 2948 | C-Show - PANIC HOLIC [4K GRV]                                                                                                           | 52.63713   | 
 | 2949 | C-Show - PANIC HOLIC [4K NOV]                                                                                                           | 33.36575   | 
 | 2950 | C-Show - PANIC HOLIC [7K GRV]                                                                                                           | 59.3102    | 
 | 2951 | C-Show - PANIC HOLIC [7K INF]                                                                                                           | 59.42607   | 
 | 2952 | Yooh - Shanghai Kouchakan ~ Chinese Tea Orchid Remix [ADVANCED]                                                                         | 45.30158   | 
 | 2953 | Yooh - Shanghai Kouchakan ~ Chinese Tea Orchid Remix [EXHAUST]                                                                          | 48.5919    | 
 | 2954 | Yooh - Shanghai Kouchakan ~ Chinese Tea Orchid Remix [NOVICE]                                                                           | 33.30995   | 
 | 2955 | w_tre respect for AT&HU - Schur's Theorem [Another]                                                                                     | 59.35358   | 
 | 2956 | w_tre respect for AT&HU - Schur's Theorem [Beginner]                                                                                    | 35.49949   | 
 | 2957 | w_tre respect for AT&HU - Schur's Theorem [Black Another]                                                                               | 61.0273    | 
 | 2958 | w_tre respect for AT&HU - Schur's Theorem [Hyper]                                                                                       | 54.62869   | 
 | 2959 | w_tre respect for AT&HU - Schur's Theorem [Normal]                                                                                      | 47.34355   | 
 | 2960 | LIQU@ - NANAIRO [4k fun]                                                                                                                | 47.74346   | 
 | 2961 | Hatsune Miku - High Pitch Addicts Vocal Range Test [High Pitch]                                                                         | 50.7224    | 
 | 2962 | BABYMETAL - MEGITSUNE [Fox]                                                                                                             | 49.52888   | 
 | 2963 | BABYMETAL - MEGITSUNE Ft. Torin Asakura [Werewolf]                                                                                      | 55.05435   | 
 | 2964 | MitiS & MaHi - Blu (Speed Up Ver.) [Arcwin's 4K HD]                                                                                     | 41.97739   | 
 | 2965 | MitiS & MaHi - Blu (Speed Up Ver.) [Arcwin's 4K NM]                                                                                     | 34.26181   | 
 | 2966 | MitiS & MaHi - Blu (Speed Up Ver.) [Asagi's Insane]                                                                                     | 22.39884   | 
 | 2967 | MitiS & MaHi - Blu (Speed Up Ver.) [Asphyxia's Extra]                                                                                   | 36.34792   | 
 | 2969 | MitiS & MaHi - Blu (Speed Up Ver.) [Broccoly's Insane]                                                                                  | 36.51546   | 
 | 2970 | MitiS & MaHi - Blu (Speed Up Ver.) [Draw's 7K MX]                                                                                       | 56.08641   | 
 | 2971 | MitiS & MaHi - Blu (Speed Up Ver.) [Draw's 7K NM]                                                                                       | 41.38582   | 
 | 2973 | MitiS & MaHi - Blu (Speed Up Ver.) [Nold's Posthumous]                                                                                  | 45.04901   | 
 | 2975 | MitiS & MaHi - Blu (Speed Up Ver.) [Ono's Muzukashii]                                                                                   | 13.86251   | 
 | 2976 | MitiS & MaHi - Blu (Speed Up Ver.) [Ono's Oni]                                                                                          | 14.33366   | 
 | 2977 | MitiS & MaHi - Blu (Speed Up Ver.) [Serena's Overdose]                                                                                  | 31.76259   | 
 | 2978 | MitiS & MaHi - Blu (Speed Up Ver.) [Tokii's 4K MX]                                                                                      | 48.9882    | 
 | 2979 | MitiS & MaHi - Blu (Speed Up Ver.) [Usagi's 7K HD]                                                                                      | 53.20844   | 
 | 2981 | Waterflame - Glorious Morning [4K EZ]                                                                                                   | 25.51676   | 
 | 2982 | Waterflame - Glorious Morning [4K HD]                                                                                                   | 45.98385   | 
 | 2983 | Waterflame - Glorious Morning [4K MX]                                                                                                   | 47.10149   | 
 | 2984 | Waterflame - Glorious Morning [4K NM]                                                                                                   | 39.52652   | 
 | 2985 | Waterflame - Glorious Morning [7K EXTREME]                                                                                              | 57.54494   | 
 | 2987 | JerryTerry - U.N. Owen Was Yee? [Minky's Overdose]                                                                                      | 4.012032   | 
 | 2989 | JerryTerry - U.N. Owen Was Yee? [Rain]                                                                                                  | 42.50081   | 
 | 2991 | Shiki - Endless Dream [hi19's Hyper]                                                                                                    | 47.92615   | 
 | 2992 | SHIKI - Endless Dream [hi19's Normal]                                                                                                   | 44.23282   | 
 | 2993 | Shiki - Endless Dream [Hyper]                                                                                                           | 46.93196   | 
 | 2994 | Shiki - Endless Dream [pompom's Another]                                                                                                | 51.52157   | 
 | 2995 | 7!! - Bye Bye [EZ]                                                                                                                      | 22.03818   | 
 | 2996 | 7!! - Bye Bye [HD]                                                                                                                      | 40.84708   | 
 | 2997 | 7!! - Bye Bye [NM]                                                                                                                      | 35.88197   | 
 | 2998 | ETIA. - Nihonshiki Koukaku-OukaRanman- [Lv.10]                                                                                          | 47.94228   | 
 | 2999 | ETIA. - Nihonshiki Koukaku-OukaRanman- [Lv.15]                                                                                          | 51.19964   | 
 | 3000 | ETIA. - Nihonshiki Koukaku-OukaRanman- [puxtu's Lv.6]                                                                                   | 38.52029   | 
 | 3001 | DJ Sharpnel - Pacific Girls [Fullerene-]                                                                                                | 49.43658   | 
 | 3002 | DJ Sharpnel - Pacific Girls [IcyWorld]                                                                                                  | 53.15789   | 
 | 3003 | ZOGRAPHOS (Yu_Asahina+Yamajet) - Verse IV [ADVANCED]                                                                                    | 46.18081   | 
 | 3004 | ZOGRAPHOS (Yu_Asahina+Yamajet) - Verse IV [EXHAUST]                                                                                     | 51.11609   | 
 | 3005 | ZOGRAPHOS (Yu_Asahina+Yamajet) - Verse IV [INFINITE]                                                                                    | 53.24037   | 
 | 3006 | ZOGRAPHOS (Yu_Asahina+Yamajet) - Verse IV [NOVICE]                                                                                      | 33.04409   | 
 | 3007 | UtataP feat. Yuzuki Yukari - Shiawase ni Nareru Kakushi Command ga Arurashii [Insane]                                                   | 47.82138   | 
 | 3008 | Gavin G - Refresh [EZ]                                                                                                                  | 16.10056   | 
 | 3009 | Gavin G - Refresh [HD]                                                                                                                  | 41.28214   | 
 | 3010 | Gavin G - Refresh [Momo's MX]                                                                                                           | 47.63988   | 
 | 3011 | Gavin G - Refresh [NM]                                                                                                                  | 27.91564   | 
 | 3012 | ALiCE'S EMOTiON - Last Time (t+pazolite Remix) [4k NSV]                                                                                 | 49.51909   | 
 | 3013 | ALiCE'S EMOTiON - Last Time (t+pazolite Remix) [4K SV]                                                                                  | 49.51909   | 
 | 3014 | Kobaryo - 3rd Eye In Breast (Rebuild) [4K HD]                                                                                           | 45.53807   | 
 | 3015 | Kobaryo - 3rd Eye In Breast (Rebuild) [4K MX]                                                                                           | 48.73276   | 
 | 3016 | Kobaryo - 3rd Eye In Breast (Rebuild) [4K NM]                                                                                           | 33.79894   | 
 | 3017 | Kobaryo - 3rd Eye In Breast (Rebuild) [4K SC]                                                                                           | 49.22055   | 
 | 3018 | Kobaryo - 3rd Eye In Breast (Rebuild) [4K SHD]                                                                                          | 51.34074   | 
 | 3019 | Kobaryo - 3rd Eye In Breast (Rebuild) [blazziken's 4K INF]                                                                              | 51.31392   | 
 | 3020 | Kobaryo - 3rd Eye In Breast (Rebuild) [Skalim's 7K Rage!!]                                                                              | 61.41486   | 
 | 3021 | Lapix - Midnight Doll [SV]                                                                                                              | 50.73864   | 
 | 3022 | Imil - Evacuate The Moshpit [Feerum's unplayable 4k Moshpit]                                                                            | 51.35573   | 
 | 3023 | Imil - Evacuate The Moshpit [Phil's SHD]                                                                                                | 51.70054   | 
